0.75314,0.42866,0.78540,0.61548,
0.92997,0.39131,0.00000,0.46365,
1.11164,0.42866,-0.78540,0.61548,
1.27024,0.52500,-1.10715,0.84107,
1.61135,0.65479,-1.24905,1.00685,
1.75277,0.63097,-1.57080,0.98279,
1.80946,0.49497,-1.57080,0.78540,
1.93027,0.65479,4.39064,1.00685,
1.96984,0.52500,4.24874,0.84107,
2.11285,0.60622,3.92699,0.95532,
2.23066,0.52500,3.60524,0.84107,
2.39183,0.42866,3.92699,0.61548,
2.43128,0.39131,3.14159,0.46365,
2.57203,0.35000,0.78540,0.00000,
3.05183,0.39131,-1.57080,0.46365,
4.85283,0.49497,3.14159,0.78540,
6.73147,0.55340,3.14159,0.32175,
7.33300,0.42866,2.35619,0.61548,
7.41305,0.39131,1.57080,0.46365,
8.61088,0.30311,2.35619,0.95532,
8.65193,0.24749,1.57080,0.78540,
9.93236,0.30311,0.78540,0.95532,
10.35337,0.42866,2.67795,1.15026,
10.53277,0.39131,3.14159,1.10715,
10.63135,0.55340,3.14159,1.24905,
10.71288,0.42866,3.60524,1.15026,
10.80993,0.58041,3.46334,1.26452,
10.89327,0.52500,3.92699,1.23096,
10.97217,0.65479,3.72960,1.30025,
11.05156,0.65479,4.12439,1.30025,
11.13064,0.58041,4.39064,1.26452,
12.51085,0.42866,4.24874,1.15026,
12.67197,0.30311,3.92699,0.95532,
12.85105,0.24749,3.14159,0.78540,
13.42997,0.42866,0.46365,1.15026,
13.47314,0.24749,0.00000,0.78540,
13.55115,0.39131,0.00000,1.10715,
13.65264,0.30311,-0.78540,0.95532,
13.73168,0.42866,-0.46365,1.15026,
13.81275,0.42866,-1.10715,1.15026,
13.91223,0.52500,-0.78540,1.23096,
13.99117,0.58041,-1.24905,1.26452,
14.11094,0.55340,-1.57080,1.24905,
16.35163,0.63097,4.12439,1.57080,
16.47284,0.55340,4.39064,1.57080,
16.99087,0.49497,3.92699,1.57080,
17.01187,0.39131,4.24874,1.57080,
17.19235,0.30311,3.92699,2.18628,
17.19235,0.42866,3.60524,1.99133,
17.27228,0.24749,3.92699,1.57080,
17.31287,0.24749,3.14159,2.35619,
17.39306,0.17500,0.78540,3.14159,
17.47244,0.24749,1.57080,2.35619,
17.53097,0.30311,0.78540,2.18628,
17.67254,0.42866,1.10715,1.99133,
17.67254,0.39131,1.57080,2.03444,
17.83334,0.55340,1.57080,1.89255,
17.87284,0.58041,1.89255,1.87707,
17.95224,0.63097,0.00000,2.55359,
18.11146,0.58041,0.78540,2.70108,
18.29035,0.63097,1.57080,2.55359,
18.57067,0.55340,1.57080,2.81984,
18.71287,0.70000,0.78540,3.14159,
18.73294,0.52500,0.78540,3.14159,
18.85036,0.65479,2.15880,1.84135,
18.93115,0.52500,2.35619,1.91063,
18.97193,0.58041,-0.78540,2.70108,
19.01073,0.42866,2.03444,1.99133,
19.11314,0.30311,2.35619,2.18628,
19.37235,0.24749,0.00000,2.35619,
19.49268,0.30311,-0.78540,2.18628,
19.49268,0.24749,-1.57080,2.35619,
19.67108,0.42866,-1.10715,1.99133,
19.67108,0.39131,-1.57080,2.03444,
19.79334,0.49497,-1.57080,2.35619,
19.89128,0.42866,4.24874,1.99133,
19.97112,0.52500,4.24874,2.30052,
20.21125,0.42866,3.92699,2.52611,
20.37303,0.39131,3.14159,2.67795,
20.57196,0.42866,2.67795,1.99133,
20.59192,0.65479,-1.10715,2.50107,
20.63266,0.52500,2.67795,2.30052,
20.73126,0.63097,-1.57080,2.55359,
20.73126,0.58041,2.81984,1.87707,
20.83074,0.65479,2.55359,1.84135,
22.65188,0.63097,2.15880,1.57080,
22.75227,0.55340,1.89255,1.57080,
22.81334,0.65479,-0.46365,2.50107,
22.83247,0.49497,2.35619,1.57080,
22.97174,0.63097,2.55359,1.57080,
23.07105,0.65479,2.55359,1.30025,
