5.44864,0.65479,2.15880,1.84135,
7.11206,0.55340,1.57080,2.81984,
7.53315,0.63097,1.57080,2.55359,
7.63347,0.65479,1.10715,2.50107,
8.13404,0.65479,2.03444,2.50107,
8.24812,0.58041,2.35619,2.70108,
12.27352,0.52500,2.03444,2.30052,
12.46862,0.60622,2.35619,2.18628,
13.33144,0.65479,2.67795,2.50107,
13.53063,0.63097,3.14159,2.55359,
13.74604,0.63097,3.14159,2.15880,
13.86852,0.65479,3.46334,2.13474,
14.09305,0.58041,3.46334,1.87707,
14.19313,0.65479,3.72960,1.84135,
14.52921,0.63097,3.72960,1.57080,
14.63169,0.63097,4.12439,1.57080,
14.96544,0.55340,4.39064,1.57080,
15.35067,0.70000,-1.57080,1.57080,
15.39057,0.52500,-1.57080,1.57080,
15.75432,0.55340,-1.57080,1.89255,
15.84786,0.58041,-1.24905,1.87707,
16.33214,0.65479,-1.24905,2.13474,
17.37243,0.55340,-1.57080,1.24905,
17.41162,0.39131,-1.57080,1.10715,
17.68830,0.49497,-1.57080,0.78540,
17.91048,0.52500,-1.10715,0.84107,
18.11303,0.42866,-0.78540,0.61548,
18.69042,0.52500,-0.46365,0.84107,
19.99219,0.39131,0.00000,0.46365,
20.08901,0.49497,0.00000,0.78540,
20.36838,0.55340,0.00000,0.32175,
20.65340,0.52500,0.78540,0.00000,
20.65340,0.35000,0.78540,0.00000,
21.71019,0.39131,0.00000,1.10715,
22.02871,0.55340,0.00000,1.24905,
22.33411,0.35000,0.00000,1.57080,
22.76757,0.55340,0.00000,1.89255,
22.76757,0.39131,0.00000,2.03444,
23.15419,0.49497,0.00000,2.35619,
1.37486,0.58041,1.89255,1.87707,
1.37486,0.63097,0.00000,2.15880,
1.45151,0.55340,0.00000,1.89255,
1.53513,0.65479,2.15880,1.84135,
1.67725,0.65479,0.32175,2.13474,
1.87653,0.65479,-0.32175,2.13474,
1.91771,0.55340,1.57080,1.89255,
1.99553,0.39131,1.57080,2.03444,
2.09320,0.42866,1.10715,1.99133,
2.17342,0.30311,0.78540,2.18628,
2.21721,0.24749,1.57080,2.35619,
2.51544,0.42866,2.03444,1.99133,
2.63341,0.58041,-0.32175,1.87707,
2.69342,0.52500,-0.46365,2.30052,
2.75786,0.49497,0.00000,2.35619,
2.81258,0.39131,0.00000,2.03444,
2.87445,0.39131,0.00000,2.67795,
2.93742,0.24749,0.00000,2.35619,
3.05855,0.42866,-0.78540,2.52611,
3.11556,0.30311,-0.78540,2.18628,
3.15495,0.65479,2.55359,1.84135,
3.23636,0.52500,-1.10715,2.30052,
3.29547,0.42866,-1.10715,1.99133,
3.31752,0.58041,2.81984,1.87707,
3.59273,0.52500,2.35619,1.91063,
3.67326,0.42866,-0.46365,1.99133,
4.31847,0.58041,1.24905,1.87707,
4.39772,0.65479,0.98279,1.84135,
