1.32388,0.55340,0.00000,2.81984,
1.78436,0.58041,-0.78540,2.70108,
2.08640,0.65479,-1.10715,2.50107,
2.56560,0.52500,-1.10715,2.30052,
2.66417,0.65479,-1.24905,2.13474,
2.80430,0.63097,-1.57080,2.15880,
3.06277,0.55340,-1.57080,1.89255,
3.40668,0.70000,-1.57080,1.57080,
3.44409,0.52500,-1.57080,1.57080,
3.78341,0.55340,-1.57080,1.24905,
3.94753,0.58041,4.39064,1.26452,
4.10769,0.65479,4.39064,1.00685,
4.14689,0.63097,-1.57080,0.98279,
4.44210,0.52500,4.24874,0.84107,
4.52916,0.65479,4.24874,0.64052,
4.82757,0.58041,3.92699,0.44051,
5.18694,0.55340,3.14159,0.32175,
5.52616,0.58041,2.35619,0.44051,
5.80868,0.65479,2.03444,0.64052,
6.06535,0.63097,1.57080,0.58800,
6.06535,0.55340,1.57080,0.32175,
6.24817,0.65479,1.10715,0.64052,
6.24817,0.58041,0.78540,0.44051,
6.90503,0.52500,0.78540,0.00000,
7.08726,0.55340,-1.57080,0.32175,
7.26336,0.63097,-1.57080,0.58800,
0.71446,0.55340,0.00000,2.81984,
0.74839,0.65479,2.67795,0.64052,
0.87345,0.63097,0.00000,2.55359,
0.88944,0.65479,2.03444,0.64052,
0.99395,0.65479,0.46365,2.50107,
1.07313,0.58041,0.78540,2.70108,
1.23221,0.70000,0.78540,3.14159,
1.27292,0.52500,0.78540,3.14159,
1.42876,0.58041,3.92699,2.70108,
