0.90800,0.65479,0.32175,2.13474,
1.11375,0.52500,0.46365,2.30052,
1.15170,0.42866,0.46365,1.99133,
1.23265,0.49497,0.00000,2.35619,
1.29340,0.39131,0.00000,2.67795,
1.36830,0.65479,2.15880,1.84135,
1.42885,0.42866,-0.78540,2.52611,
1.46985,0.52500,-0.46365,2.30052,
1.50884,0.65479,2.55359,1.84135,
1.54990,0.52500,2.35619,1.91063,
1.59416,0.52500,-1.10715,2.30052,
1.63269,0.60622,-0.78540,2.18628,
1.69041,0.58041,2.81984,1.87707,
1.72868,0.42866,2.67795,1.99133,
1.77130,0.65479,-1.24905,2.13474,
1.85432,0.39131,3.14159,2.03444,
1.86971,0.65479,-0.98279,1.84135,
2.00899,0.30311,2.35619,2.18628,
2.00899,0.24749,3.14159,2.35619,
2.14500,0.24749,1.57080,2.35619,
2.18874,0.39131,1.57080,2.03444,
2.33275,0.42866,1.10715,1.99133,
2.37007,0.58041,1.24905,1.87707,
3.45325,0.52500,0.78540,1.91063,
3.77373,0.39131,0.00000,2.03444,
4.47475,0.58041,-0.78540,2.70108,
4.71030,0.39131,-1.57080,2.67795,
4.93068,0.49497,-1.57080,2.35619,
5.09381,0.63097,-1.57080,2.15880,
5.17462,0.52500,4.24874,2.30052,
5.21408,0.65479,4.39064,2.13474,
5.31418,0.60622,3.92699,2.18628,
5.41432,0.52500,3.92699,1.91063,
5.56947,0.42866,3.60524,1.99133,
5.61247,0.52500,3.60524,2.30052,
6.09390,0.39131,2.03444,1.57080,
6.10884,0.35000,1.57080,1.57080,
6.22899,0.55340,1.89255,1.57080,
6.35472,0.63097,2.15880,1.57080,
6.58995,0.65479,2.15880,1.30025,
6.85170,0.49497,2.35619,1.57080,
6.89217,0.52500,2.35619,1.23096,
6.97366,0.39131,2.67795,1.57080,
6.98856,0.42866,2.67795,1.15026,
7.05373,0.30311,2.35619,0.95532,
7.11011,0.24749,3.14159,0.78540,
7.13127,0.17500,3.14159,1.57080,
7.25070,0.30311,3.92699,0.95532,
7.27187,0.24749,-1.57080,0.78540,
7.29178,0.17500,-1.57080,1.57080,
7.37068,0.39131,-1.57080,1.10715,
7.41110,0.35000,-1.57080,1.57080,
7.45279,0.42866,-1.10715,1.15026,
7.51064,0.58041,-1.24905,1.26452,
7.55052,0.55340,-1.24905,1.57080,
7.64958,0.63097,-0.98279,1.57080,
7.64958,0.65479,-0.98279,1.30025,
9.53301,0.55340,-1.57080,1.89255,
9.55388,0.58041,-1.24905,1.87707,
9.73082,0.42866,-1.10715,1.99133,
9.87317,0.39131,-1.57080,2.03444,
10.01045,0.24749,-1.57080,2.35619,
10.13402,0.42866,4.24874,1.99133,
10.17480,0.39131,4.24874,1.57080,
