0.52500,-0.35000,0.17500,
0.35000,-0.35000,0.17500,
0.35000,-0.17500,0.17500,
0.35000,-0.35000,0.00000,
0.17500,-0.35000,0.00000,
-0.35000,-0.17500,0.52500,
0.17500,-0.35000,-0.17500,
0.35000,-0.35000,-0.17500,
-0.52500,-0.17500,0.35000,
-0.35000,-0.17500,0.35000,
0.17500,-0.35000,-0.35000,
0.35000,-0.35000,-0.35000,
-0.52500,-0.17500,0.17500,
-0.35000,-0.17500,0.17500,
0.17500,-0.35000,-0.52500,
-0.35000,-0.17500,0.00000,
0.35000,-0.17500,-0.52500,
-0.17500,-0.17500,0.17500,
-0.17500,-0.17500,0.00000,
0.00000,-0.17500,0.17500,
0.00000,-0.17500,0.35000,
0.17500,-0.17500,0.35000,
0.17500,-0.17500,0.52500,
0.35000,-0.17500,0.35000,
0.35000,-0.17500,0.00000,
0.17500,-0.52500,-0.17500,
0.00000,-0.35000,-0.17500,
0.00000,-0.35000,-0.35000,
0.00000,-0.35000,-0.52500,
-0.17500,-0.35000,-0.35000,
-0.17500,-0.35000,-0.52500,
-0.35000,-0.35000,-0.35000,
-0.35000,-0.17500,-0.35000,
-0.35000,-0.17500,-0.17500,
-0.35000,-0.35000,-0.17500,
-0.17500,0.00000,0.35000,
0.00000,0.00000,0.35000,
-0.17500,0.00000,0.52500,
-0.35000,0.00000,0.52500,
-0.35000,0.17500,0.52500,
-0.35000,0.00000,0.35000,
-0.35000,0.17500,0.35000,
-0.35000,0.00000,0.17500,
-0.35000,0.17500,0.17500,
-0.17500,0.17500,0.17500,
-0.17500,0.17500,0.00000,
-0.17500,0.00000,0.00000,
-0.17500,0.17500,-0.17500,
0.00000,0.17500,-0.17500,
0.00000,0.00000,-0.17500,
0.00000,0.17500,-0.35000,
0.00000,0.00000,-0.35000,
0.17500,0.17500,-0.35000,
0.17500,0.17500,-0.52500,
0.17500,0.00000,-0.52500,
0.35000,0.00000,-0.52500,
0.35000,0.17500,-0.52500,
0.00000,-0.17500,-0.52500,
0.17500,-0.17500,-0.52500,
0.17500,-0.17500,-0.35000,
0.00000,-0.17500,-0.35000,
0.00000,-0.17500,-0.17500,
-0.17500,-0.17500,-0.35000,
-0.17500,0.00000,-0.35000,
