3.03986,1,-0.40453,0.95350,-0.05038,
3.04460,1,-0.40453,0.95350,-0.05038,
3.05150,1,-0.40453,0.95350,-0.05038,
3.05568,1,-0.40453,0.95350,-0.05038,
3.05875,1,-0.40453,0.95350,-0.05038,
3.06185,1,-0.40453,0.95350,-0.05038,
3.06546,1,-0.40453,0.95350,-0.05038,
3.06857,1,-0.40453,0.95350,-0.05038,
3.07177,1,-0.40453,0.95350,-0.05038,
3.07479,1,-0.40453,0.95350,-0.05038,
3.07782,1,-0.40453,0.95350,-0.05038,
3.08098,1,-0.40453,0.95350,-0.05038,
3.08416,1,-0.40453,0.95350,-0.05038,
3.08769,1,-0.40453,0.95350,-0.05038,
3.09075,1,-0.40453,0.95350,-0.05038,
3.09382,1,-0.40453,0.95350,-0.05038,
3.09705,1,-0.40453,0.95350,-0.05038,
3.10016,1,-0.40453,0.95350,-0.05038,
3.10321,1,-0.40453,0.95350,-0.05038,
3.10668,1,-0.40453,0.95350,-0.05038,
3.11010,1,-0.40453,0.95350,-0.05038,
3.11325,1,-0.40453,0.95350,-0.05038,
3.11640,1,-0.40453,0.95350,-0.05038,
3.11945,1,-0.40453,0.95350,-0.05038,
3.12275,1,-0.40453,0.95350,-0.05038,
3.12671,1,-0.40453,0.95350,-0.05038,
3.12987,1,-0.40453,0.95350,-0.05038,
3.13296,1,-0.40453,0.95350,-0.05038,
3.13604,1,-0.40453,0.95350,-0.05038,
3.13906,1,-0.40453,0.95350,-0.05038,
3.14217,1,-0.40453,0.95350,-0.05038,
3.15440,1,-0.40453,0.95350,-0.05038,
3.15865,1,-0.40453,0.95350,-0.05038,
3.16218,1,-0.40453,0.95350,-0.05038,
3.16598,1,-0.40453,0.95350,-0.05038,
3.16920,1,-0.40453,0.95350,-0.05038,
3.17256,1,-0.40453,0.95350,-0.05038,
3.17566,1,-0.40453,0.95350,-0.05038,
3.17866,1,-0.40453,0.95350,-0.05038,
3.18187,1,-0.40453,0.95350,-0.05038,
3.18535,1,-0.40453,0.95350,-0.05038,
3.18926,1,-0.40453,0.95350,-0.05038,
3.19238,1,-0.40453,0.95350,-0.05038,
3.19561,1,-0.40453,0.95350,-0.05038,
3.19865,1,-0.40453,0.95350,-0.05038,
3.20176,1,-0.40453,0.95350,-0.05038,
3.20477,1,-0.40453,0.95350,-0.05038,
3.20816,1,-0.40453,0.95350,-0.05038,
3.21121,1,-0.40453,0.95350,-0.05038,
3.21426,1,-0.40453,0.95350,-0.05038,
3.21727,1,-0.40453,0.95350,-0.05038,
3.22031,1,-0.40453,0.95350,-0.05038,
3.22333,1,-0.40453,0.95350,-0.05038,
3.22696,1,-0.40453,0.95350,-0.05038,
3.22995,1,-0.40453,0.95350,-0.05038,
3.23295,1,-0.40453,0.95350,-0.05038,
3.23600,1,-0.40453,0.95350,-0.05038,
3.23906,1,-0.40453,0.95350,-0.05038,
3.24217,1,-0.40453,0.95350,-0.05038,
3.24568,1,-0.40453,0.95350,-0.05038,
3.24877,1,-0.40453,0.95350,-0.05038,
3.25186,1,-0.40453,0.95350,-0.05038,
3.25488,1,-0.40453,0.95350,-0.05038,
3.25795,1,-0.40453,0.95350,-0.05038,
3.26098,1,-0.40453,0.95350,-0.05038,
3.26406,1,-0.40453,0.95350,-0.05038,
3.26809,1,-0.40453,0.95350,-0.05038,
3.27127,1,-0.40453,0.95350,-0.05038,
3.27424,1,-0.40453,0.95350,-0.05038,
3.27730,1,-0.40453,0.95350,-0.05038,
3.28037,1,-0.40453,0.95350,-0.05038,
3.28345,1,-0.40453,0.95350,-0.05038,
3.28697,1,-0.40453,0.95350,-0.05038,
3.29007,1,-0.40453,0.95350,-0.05038,
3.29316,1,-0.40453,0.95350,-0.05038,
3.29615,1,-0.40453,0.95350,-0.05038,
3.29916,1,-0.40453,0.95350,-0.05038,
3.30221,1,-0.40614,0.95421,-0.05038,
3.30607,1,-0.40762,0.95487,-0.05038,
3.30964,1,-0.40908,0.95553,-0.05038,
3.31317,1,-0.41048,0.95617,-0.05038,
3.31657,1,-0.41188,0.95681,-0.05038,
3.31994,1,-0.41328,0.95746,-0.05038,
3.32335,1,-0.41485,0.95819,-0.05038,
3.32716,1,-0.41628,0.95887,-0.05038,
3.33065,1,-0.41768,0.95952,-0.05038,
3.33404,1,-0.41908,0.96020,-0.05038,
3.33748,1,-0.42042,0.96084,-0.05038,
