Left,ShoulderPos: (0.01, 0.63, 0.02),XZ,0.35
0.00000,Left,1,normal,0.00000,0.00000,0.00000,
0.00641,Left,1,normal,0.00000,0.00000,0.00000,
0.01329,Left,1,normal,0.00000,0.00000,0.00000,
0.01818,Left,1,normal,0.00000,0.00000,0.00000,
0.02319,Left,1,normal,0.00000,0.00000,0.00000,
0.02859,Left,1,normal,0.00000,0.00000,0.00000,
0.03346,Left,1,normal,0.00000,0.00000,0.00000,
0.03826,Left,1,normal,0.00000,0.00000,0.00000,
0.04319,Left,1,normal,0.00000,0.00000,0.00000,
0.05773,Left,1,normal,0.00000,0.00000,0.00000,
0.06314,Left,1,normal,0.00000,0.00000,0.00000,
0.06880,Left,1,normal,0.00000,0.00000,0.00000,
0.07375,Left,1,normal,0.00000,0.00000,0.00000,
0.07857,Left,1,normal,0.00000,0.00000,0.00000,
0.08323,Left,1,normal,0.00000,0.00000,0.00000,
0.08849,Left,1,normal,0.00000,0.00000,0.00000,
0.09347,Left,1,normal,0.00000,0.00000,0.00000,
0.09850,Left,1,normal,0.00000,0.00000,0.00000,
0.10335,Left,1,normal,0.00000,0.00000,0.00000,
0.10859,Left,1,normal,0.00000,0.00000,0.00000,
0.11381,Left,1,normal,0.00000,0.00000,0.00000,
0.11864,Left,1,normal,0.00000,0.00000,0.00000,
0.12348,Left,1,normal,0.00000,0.00000,0.00000,
0.12902,Left,1,normal,0.00000,0.00000,0.00000,
0.13497,Left,1,normal,0.00000,0.00000,0.00000,
0.15146,Left,1,normal,0.00000,0.00000,0.00000,
0.16514,Left,1,normal,0.00000,0.00000,0.00000,
0.17998,Left,1,normal,0.00000,0.00000,0.00000,
0.19287,Left,1,normal,0.00000,0.00000,0.00000,
0.19818,Left,1,normal,0.00000,0.00000,0.00000,
0.20280,Left,1,normal,0.00000,0.00000,0.00000,
0.20760,Left,1,normal,0.00000,0.00000,0.00000,
0.21207,Left,1,normal,0.00000,0.00000,0.00000,
0.21658,Left,1,normal,0.00000,0.00000,0.00000,
0.22110,Left,1,normal,0.00000,0.00000,0.00000,
0.22567,Left,1,normal,0.00000,0.00000,0.00000,
0.23047,Left,1,normal,0.00000,0.00000,0.00000,
0.23474,Left,1,normal,0.00000,0.00000,0.00000,
0.23896,Left,1,normal,0.00000,0.00000,0.00000,
0.24327,Left,1,normal,0.00000,0.00000,0.00000,
0.24921,Left,1,normal,0.00000,0.00000,0.00000,
0.25378,Left,1,normal,0.00000,0.00000,0.00000,
0.25818,Left,1,normal,0.00000,0.00000,0.00000,
