0.00000,1,-0.19422,0.90912,-0.05038,
0.00497,1,-0.19422,0.90912,-0.05038,
0.00959,1,-0.19422,0.90912,-0.05038,
0.01319,1,-0.19422,0.90912,-0.05038,
0.01652,1,-0.19422,0.90912,-0.05038,
0.02017,1,-0.19422,0.90912,-0.05038,
0.02350,1,-0.19422,0.90912,-0.05038,
0.02679,1,-0.19422,0.90912,-0.05038,
0.02988,1,-0.19422,0.90912,-0.05038,
0.03333,1,-0.19422,0.90912,-0.05038,
0.03744,1,-0.19422,0.90912,-0.05038,
0.04068,1,-0.19422,0.90912,-0.05038,
0.04395,1,-0.19422,0.90912,-0.05038,
0.04717,1,-0.19422,0.90912,-0.05038,
0.05031,1,-0.19422,0.90912,-0.05038,
0.05350,1,-0.19422,0.90912,-0.05038,
0.05709,1,-0.19422,0.90912,-0.05038,
0.06022,1,-0.19422,0.90912,-0.05038,
0.06353,1,-0.19422,0.90912,-0.05038,
0.06675,1,-0.19422,0.90912,-0.05038,
0.06996,1,-0.19422,0.90912,-0.05038,
0.07355,1,-0.19422,0.90912,-0.05038,
0.07730,1,-0.19422,0.90912,-0.05038,
0.08041,1,-0.19422,0.90912,-0.05038,
0.08348,1,-0.19422,0.90912,-0.05038,
0.08671,1,-0.19422,0.90912,-0.05038,
0.08977,1,-0.19422,0.90912,-0.05038,
0.09288,1,-0.19422,0.90912,-0.05038,
0.09599,1,-0.19422,0.90912,-0.05038,
0.09971,1,-0.19422,0.90912,-0.05038,
0.10312,1,-0.19422,0.90912,-0.05038,
0.10646,1,-0.19422,0.90912,-0.05038,
0.10956,1,-0.19422,0.90912,-0.05038,
0.11264,1,-0.19422,0.90912,-0.05038,
0.11572,1,-0.19422,0.90912,-0.05038,
0.11930,1,-0.19422,0.90912,-0.05038,
0.12258,1,-0.19422,0.90912,-0.05038,
0.12594,1,-0.19422,0.90912,-0.05038,
0.13061,1,-0.19422,0.90912,-0.05038,
0.13489,1,-0.19422,0.90912,-0.05038,
0.13861,1,-0.19422,0.90912,-0.05038,
0.14381,1,-0.19422,0.90912,-0.05038,
0.14690,1,-0.19422,0.90912,-0.05038,
0.15009,1,-0.19422,0.90912,-0.05038,
0.15319,1,-0.19422,0.90912,-0.05038,
0.15712,1,-0.19422,0.90912,-0.05038,
0.16020,1,-0.19422,0.90912,-0.05038,
0.16337,1,-0.19422,0.90912,-0.05038,
0.16637,1,-0.19422,0.90912,-0.05038,
0.16940,1,-0.19422,0.90912,-0.05038,
0.17251,1,-0.19422,0.90912,-0.05038,
0.18298,1,-0.19422,0.90912,-0.05038,
0.18703,1,-0.19422,0.90912,-0.05038,
0.19021,1,-0.19422,0.90912,-0.05038,
0.19348,1,-0.19422,0.90912,-0.05038,
0.19719,1,-0.19422,0.90912,-0.05038,
0.20037,1,-0.19422,0.90912,-0.05038,
0.20348,1,-0.19422,0.90912,-0.05038,
0.20649,1,-0.19422,0.90912,-0.05038,
0.20960,1,-0.19422,0.90912,-0.05038,
0.21290,1,-0.19422,0.90912,-0.05038,
0.21619,1,-0.19422,0.90912,-0.05038,
0.22086,1,-0.19422,0.90912,-0.05038,
0.22409,1,-0.19422,0.90912,-0.05038,
0.22717,1,-0.19422,0.90912,-0.05038,
0.23017,1,-0.19422,0.90912,-0.05038,
0.23331,1,-0.19422,0.90912,-0.05038,
0.23729,1,-0.19422,0.90912,-0.05038,
0.24047,1,-0.19422,0.90912,-0.05038,
0.24361,1,-0.19422,0.90912,-0.05038,
0.24668,1,-0.19422,0.90912,-0.05038,
