0.00000,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.00621,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.01293,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.01885,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.03441,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.04801,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.06231,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.07473,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.07894,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.08563,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.09024,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.09425,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.09825,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.10223,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.10645,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.11044,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.11426,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.11833,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.12228,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.12674,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.13059,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.13446,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.13818,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.14216,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.14673,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.15063,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.15444,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.15825,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.16224,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.16656,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.17066,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.18404,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.18833,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.19233,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.19625,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.20002,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.20587,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.21024,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.21401,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.21783,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.22155,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.22577,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.22964,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.23349,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.23724,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.24114,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.24495,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.25070,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.25454,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.25823,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.26216,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.27527,Right,XZ,1,normal,0.19422,0.90912,-0.05038,
0.27971,Right,XZ,1,normal,0.19422,0.90913,-0.05491,
0.28968,Right,XZ,1,normal,0.19422,0.90917,-0.05788,
0.29622,Right,XZ,1,normal,0.19422,0.90920,-0.05981,
0.30048,Right,XZ,1,normal,0.19422,0.90927,-0.06325,
0.30806,Right,XZ,1,normal,0.19422,0.90933,-0.06543,
0.31284,Right,XZ,1,normal,0.19422,0.90939,-0.06729,
0.31695,Right,XZ,1,normal,0.19422,0.90946,-0.06920,
0.32115,Right,XZ,1,normal,0.19422,0.90970,-0.07499,
0.33392,Right,XZ,1,normal,0.19422,0.91001,-0.08095,
0.34706,Right,XZ,1,normal,0.19422,0.91040,-0.08694,
0.36027,Right,XZ,1,normal,0.19422,0.91083,-0.09261,
0.37278,Right,XZ,1,normal,0.19422,0.91135,-0.09854,
0.38589,Right,XZ,1,normal,0.19422,0.91197,-0.10480,
0.39973,Right,XZ,1,normal,0.19422,0.91257,-0.11025,
0.41182,Right,XZ,1,normal,0.19422,0.91332,-0.11637,
0.42540,Right,XZ,1,normal,0.19422,0.91409,-0.12218,
0.43829,Right,XZ,1,normal,0.19422,0.91495,-0.12813,
0.45153,Right,XZ,1,normal,0.19422,0.91583,-0.13370,
0.46394,Right,XZ,1,normal,0.19422,0.91689,-0.14002,
0.47805,Right,XZ,1,normal,0.19422,0.91785,-0.14535,
0.48998,Right,XZ,1,normal,0.19422,0.91914,-0.15205,
0.50501,Right,XZ,1,normal,0.19422,0.92031,-0.15773,
0.51777,Right,XZ,1,normal,0.19422,0.92156,-0.16353,
0.53082,Right,XZ,1,normal,0.19422,0.92282,-0.16905,
0.54329,Right,XZ,1,normal,0.19422,0.92430,-0.17517,
0.55715,Right,XZ,1,normal,0.19422,0.92567,-0.18061,
0.56950,Right,XZ,1,normal,0.19422,0.92723,-0.18650,
0.58292,Right,XZ,1,normal,0.19422,0.92957,-0.19487,
0.60205,Right,XZ,1,normal,0.19422,0.93209,-0.20330,
0.62142,Right,XZ,1,normal,0.19422,0.93380,-0.20878,
0.63407,Right,XZ,1,normal,0.19422,0.93570,-0.21459,
0.64753,Right,XZ,1,normal,0.19422,0.93773,-0.22059,
0.66148,Right,XZ,1,normal,0.19422,0.93857,-0.22299,
0.66708,Right,XZ,1,normal,0.19422,0.93927,-0.22497,
0.67169,Right,XZ,1,normal,0.19422,0.93994,-0.22685,
0.67609,Right,XZ,1,normal,0.19422,0.94059,-0.22864,
0.68028,Right,XZ,1,normal,0.19422,0.94126,-0.23045,
0.68453,Right,XZ,1,normal,0.19422,0.94208,-0.23268,
0.68975,Right,XZ,1,normal,0.19422,0.94279,-0.23455,
0.69415,Right,XZ,1,normal,0.19422,0.94368,-0.23690,
0.69970,Right,XZ,1,normal,0.19422,0.94439,-0.23874,
0.70404,Right,XZ,1,normal,0.19422,0.94517,-0.24074,
0.70877,Right,XZ,1,normal,0.19422,0.94592,-0.24263,
0.71325,Right,XZ,1,normal,0.19422,0.94663,-0.24440,
0.71744,Right,XZ,1,normal,0.19422,0.94736,-0.24622,
0.72176,Right,XZ,1,normal,0.19422,0.94817,-0.24819,
0.72644,Right,XZ,1,normal,0.19422,0.94893,-0.25004,
0.73084,Right,XZ,1,normal,0.19422,0.94968,-0.25184,
0.73514,Right,XZ,1,normal,0.19422,0.95043,-0.25361,
0.73938,Right,XZ,1,normal,0.19422,0.95123,-0.25548,
0.74386,Right,XZ,1,normal,0.19422,0.95217,-0.25766,
0.74907,Right,XZ,1,normal,0.19422,0.95310,-0.25979,
0.75419,Right,XZ,1,normal,0.19422,0.95392,-0.26165,
0.75868,Right,XZ,1,normal,0.19422,0.95475,-0.26351,
0.76315,Right,XZ,1,normal,0.19422,0.95566,-0.26552,
0.76802,Right,XZ,1,normal,0.19422,0.95646,-0.26727,
0.77224,Right,XZ,1,normal,0.19422,0.95725,-0.26899,
0.77642,Right,XZ,1,normal,0.19422,0.95806,-0.27073,
0.78065,Right,XZ,1,normal,0.19422,0.95897,-0.27268,
0.78538,Right,XZ,1,normal,0.19422,0.96170,-0.27837,
0.79927,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.81196,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.82599,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.83887,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.84329,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.84770,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.85174,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.85564,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.85954,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.86372,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.86814,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.87229,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.87615,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.87994,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.89308,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.89871,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.90353,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.90780,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.91186,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.91564,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.91944,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.92434,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.92875,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.93249,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.93675,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.94934,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.95382,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.95782,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.96186,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.96628,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.97024,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.97423,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.97805,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.98204,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.98633,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.99077,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.99475,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
0.99864,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.00253,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.00697,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.01085,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.01469,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.01852,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.02465,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.02934,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.03318,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.03707,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.04111,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.04493,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.04931,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.05314,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.05770,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.06176,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.06605,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.06984,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.07364,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.07764,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.08155,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.08596,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.09129,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.10389,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.10995,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.11390,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.11784,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.12163,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.12590,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.12984,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.13376,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.13777,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.14169,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.14624,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.15008,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.15393,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.15770,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.16810,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.17658,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.18520,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.18996,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.19395,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.19786,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.20183,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.20664,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.21045,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.21434,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.21825,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.22465,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.22915,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.23304,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.23694,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.24081,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.24462,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.25739,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.26144,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.26564,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.26955,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.27339,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.27734,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.28126,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.28534,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.29071,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.29466,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.29858,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.30244,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.30684,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.31173,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.31582,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.31966,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.32448,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.32883,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.33267,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.33664,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
1.34063,Right,XZ,1,normal,0.19422,0.96426,-0.28353,
