3.27879,-0.35471,0.93448,-0.05038,
3.28348,-0.35471,0.93448,-0.05038,
3.28894,-0.35471,0.93448,-0.05038,
3.29238,-0.35471,0.93448,-0.05038,
3.29577,-0.35471,0.93448,-0.05038,
3.29915,-0.35471,0.93448,-0.05038,
3.30243,-0.35471,0.93448,-0.05038,
3.30617,-0.35471,0.93448,-0.05038,
3.30933,-0.35471,0.93448,-0.05038,
3.31235,-0.35471,0.93448,-0.05038,
3.31548,-0.35471,0.93448,-0.05038,
3.31866,-0.35471,0.93448,-0.05038,
3.32186,-0.35471,0.93448,-0.05038,
3.32534,-0.35471,0.93448,-0.05038,
3.32862,-0.35471,0.93448,-0.05038,
3.33185,-0.35471,0.93448,-0.05038,
3.33501,-0.35471,0.93448,-0.05038,
3.33823,-0.35471,0.93448,-0.05038,
3.34133,-0.35471,0.93448,-0.05038,
3.34546,-0.35471,0.93448,-0.05038,
3.34863,-0.35471,0.93448,-0.05038,
3.35172,-0.35471,0.93448,-0.05038,
3.35502,-0.35471,0.93448,-0.05038,
3.36749,-0.35471,0.93448,-0.05038,
3.37181,-0.35471,0.93448,-0.05038,
3.37515,-0.35471,0.93448,-0.05038,
3.37843,-0.35471,0.93448,-0.05038,
3.38186,-0.35471,0.93448,-0.05038,
3.38712,-0.35471,0.93448,-0.05038,
3.39153,-0.35471,0.93448,-0.05038,
3.39483,-0.35471,0.93448,-0.05038,
3.39815,-0.35471,0.93448,-0.05038,
3.40133,-0.35471,0.93448,-0.05038,
3.40497,-0.35471,0.93448,-0.05038,
3.40812,-0.35471,0.93448,-0.05038,
3.41135,-0.35471,0.93448,-0.05038,
3.41453,-0.35471,0.93448,-0.05038,
3.41762,-0.35471,0.93448,-0.05038,
3.42083,-0.35471,0.93448,-0.05038,
3.42500,-0.35471,0.93448,-0.05038,
3.42821,-0.35471,0.93448,-0.05038,
3.43132,-0.35471,0.93448,-0.05038,
3.43455,-0.35471,0.93448,-0.05038,
3.43800,-0.35471,0.93448,-0.05038,
3.44133,-0.35471,0.93448,-0.05038,
3.44503,-0.35471,0.93448,-0.05038,
3.44828,-0.35471,0.93448,-0.05038,
3.45142,-0.35471,0.93448,-0.05038,
3.45452,-0.35471,0.93448,-0.05038,
3.45764,-0.35471,0.93448,-0.05038,
3.46094,-0.35471,0.93448,-0.05038,
